"","Column","X","Reference.Number","Easting","Northing","Number.of.Vehicles","Number.of.Casualties","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Weather.Conditions","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty","Type.of.Vehicle","Latitude","Longitude"
"9689",2196,2196,"10CA0001713",430659,433713,2,1,"05-Mar-10",855,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",23,"Bicycle",53.7986027196,-1.53447486139
"9715",2232,2232,"10CA0002128",433549,429830,2,1,"23-Mar-10",718,3,"Wet / Damp","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",51,"Bicycle",53.7635213136,-1.4910175769
"9722",2239,2239,"10CA0002214",435794,425979,2,1,"22-Mar-10",1557,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",45,"Bicycle",53.7287564455,-1.45740576928
"9726",2245,2245,"10CA0002297",430040,434053,2,1,"29-Mar-10",2015,6,"Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver or rider","Slight","Male",25,"Bicycle",53.8016949984,-1.54384023647
"9730",2249,2249,"10CA0002341",430022,433781,2,1,"22-Mar-10",1710,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",39,"Bicycle",53.7992511045,-1.54414007653
"9742",2266,2266,"10CA0002563",428451,425846,2,1,"02-Apr-10",1100,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",15,"Bicycle",53.7280131955,-1.56872518363
"9747",2272,2272,"10CA0002624",430474,433749,2,1,"09-Apr-10",1630,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",36,"Bicycle",53.7989371835,-1.53728023123
"9760",2289,2289,"10CA0002881",429093,429965,2,1,"20-Apr-10",2015,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",26,"Bicycle",53.7650027442,-1.55860584925
"9765",2295,2295,"10CA0002944",425981,426782,2,1,"22-Apr-10",1950,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",46,"Bicycle",53.7365556959,-1.60608704064
"9766",2296,2296,"10CA0002949",426460,428515,2,1,"23-Apr-10",1019,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",43,"Bicycle",53.7521093245,-1.59867643234
"9780",2313,2313,"10CA0003192",429859,433411,2,1,"26-Apr-10",915,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",55,"Bicycle",53.7959346552,-1.54665088529
"9783",2317,2317,"10CA0003224",426746,427514,2,1,"04-May-10",730,4,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",34,"Bicycle",53.7430968714,-1.59442540299
"9789",2323,2323,"10CA0003292",429836,427667,2,1,"05-May-10",1720,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",7,"Bicycle",53.7443044562,-1.54755559618
"9803",2347,2347,"10CA0003605",430219,432057,1,1,"14-May-10",915,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",22,"Bicycle",53.7837431198,-1.5413179849
"9805",2349,2349,"10CA0003639",429167,431111,2,1,"17-May-10",1830,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",17,"Bicycle",53.7752997549,-1.55737482336
"9809",2353,2353,"10CA0003689",429926,432841,2,1,"19-May-10",1630,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",37,"Bicycle",53.7908072254,-1.5456890294
"9810",2354,2354,"10CA0003730",431898,430496,2,1,"17-May-10",1020,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",46,"Bicycle",53.769611535,-1.51599556068
"9816",2362,2362,"10CA0003836",428751,432727,2,1,"24-May-10",1945,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",24,"Bicycle",53.7898487536,-1.56353693136
"9835",2391,2391,"10CA0004156",426392,427742,2,2,"05-Jun-10",1315,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",39,"Bicycle",53.7451643781,-1.59977381622
"9854",2415,2415,"10CA0004485",430696,433644,2,1,"17-Jun-10",1620,3,"Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male",62,"Bicycle",53.7979803163,-1.53391995235
"9855",2416,2416,"10CA0004487",431478,428776,2,2,"18-Jun-10",1555,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",13,"Bicycle",53.7541764331,-1.52254359927
"9858",2421,2421,"10CA0004507",430694,433653,2,2,"17-Jun-10",1645,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",35,"Bicycle",53.7980613328,-1.53394942178
"9866",2431,2431,"10CA0004756",430013,434133,2,1,"24-Jun-10",1030,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female",27,"Bicycle",53.8024156548,-1.54424242143
"9884",2458,2458,"10CA0005143",429128,432131,3,1,"16-Jul-10",830,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",40,"Bicycle",53.7844704861,-1.55787028812
"9893",2468,2468,"10CA0005283",429152,431712,2,1,"23-Jul-10",2043,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",11,"Bicycle",53.7807028487,-1.55754563067
"9898",2473,2473,"10CA0005381",431026,429119,2,1,"28-Jul-10",1425,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Serious","Male",8,"Bicycle",53.7572866922,-1.52936478615
"9912",2495,2495,"10CA0005523",430068,434182,2,1,"09-Aug-10",810,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",53,"Bicycle",53.8028529256,-1.54340247186
"9916",2506,2506,"10CA0005561",430453,433953,2,1,"11-Aug-10",2000,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Serious","Male",38,"Bicycle",53.8007721116,-1.53757891215
"9925",2521,2521,"10CA0005661",430665,433656,2,1,"17-Aug-10",1710,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",25,"Bicycle",53.7980900091,-1.53438943633
"9952",2561,2561,"10CA0005923",423801,428191,2,1,"03-Sep-10",1910,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Serious","Male",50,"Bicycle",53.7493251524,-1.63902999952
"9961",2575,2575,"10CA0005997",431583,426814,2,1,"09-Sep-10",1526,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",27,"Bicycle",53.7365340972,-1.52115158623
"9975",2592,2592,"10CA0006157",431012,430766,2,2,"22-Sep-10",1726,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Serious","Male",28,"Bicycle",53.7720920131,-1.52941163647
"9986",2616,2616,"10CA0006257",429882,432365,2,1,"22-Sep-10",1815,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Serious","Female",25,"Bicycle",53.7865311113,-1.54640313425
"9988",2618,2618,"10CA0006264",431084,433633,2,1,"27-Sep-10",806,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",30,"Bicycle",53.7978584021,-1.52802999062
"9990",2620,2620,"10CA0006278",429136,431734,2,1,"29-Sep-10",1755,6,"Wet / Damp","Daylight: street lights present","Raining without high winds","Driver or rider","Slight","Male",14,"Bicycle",53.7809014974,-1.55778638356
"9998",2630,2630,"10CA0006365",431012,430497,2,1,"05-Oct-10",1630,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",17,"Bicycle",53.7696740393,-1.52943867863
"10008",2641,2641,"10CA0006471",431474,430378,2,1,"13-Oct-10",1800,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",18,"Bicycle",53.7685766614,-1.52244091657
"10016",2650,2650,"10CA0006535",430005,434149,2,1,"18-Oct-10",920,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",27,"Bicycle",53.8025599359,-1.54436234072
"10032",2674,2674,"10CA0006772",428297,434114,2,1,"16-Oct-10",1345,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",43,"Bicycle",53.8023410531,-1.57030137769
"10033",2675,2675,"10CA0006813",433527,429802,2,1,"14-Oct-10",610,3,"Dry","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male",31,"Bicycle",53.7632710462,-1.49135437302
"10039",2681,2681,"10CA0452218",430969,425868,2,1,"25-Oct-10",1430,6,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",50,"Bicycle",53.7280675141,-1.53055520096
"10055",2703,2703,"10CA0468431",431002,430599,2,2,"03-Nov-10",1739,6,"Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male",13,"Bicycle",53.7705914873,-1.5295801581
"10059",2708,2708,"10CA0470810",430244,434359,2,1,"01-Nov-10",753,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",49,"Bicycle",53.8044337243,-1.54071253142
"10068",2719,2719,"10CA0478680",433148,426326,2,1,"09-Nov-10",1618,3,"Wet / Damp","Daylight: street lights present","Raining with high winds","Driver or rider","Slight","Male",46,"Bicycle",53.732050434,-1.49747700404
"10077",2733,2733,"10CA0485964",435171,428738,1,1,"13-Nov-10",2144,6,"Dry","Darkness: street lighting unknown","Fine without high winds","Driver or rider","Slight","Male",15,"Bicycle",53.7535986778,-1.46653525895
"10089",2747,2747,"10CA0496432",424754,427905,2,1,"19-Nov-10",1510,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",15,"Bicycle",53.7467099335,-1.62459989272
"10102",2761,2761,"10CA0506220",424352,429247,2,1,"25-Nov-10",2110,4,"Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male",45,"Bicycle",53.7587919671,-1.63059035335
"10139",2808,2808,"10CA0542906",428743,429688,2,1,"20-Dec-10",1020,3,"Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male",31,"Bicycle",53.7625322776,-1.56394161858
"10323",8606,8606,"12F1262",433137,433635,2,1,"25-Feb-14",1800,6,"2","4","2","Driver or rider","Slight","Male",34,"Bicycle",53.7977496618,-1.49685893002
"10328",8611,8611,"12I0740",432436,434843,2,1,"18-Feb-14",1320,6,"1","1","1","Driver or rider","Slight","Male",33,"Bicycle",53.8086521572,-1.50737497806
"10331",8616,8616,"12I1203",428282,433512,2,1,"18-Feb-14",1720,6,"1","1","1","Driver or rider","Slight","Male",42,"Bicycle",53.7969306367,-1.57058443686
"10333",8618,8618,"12I1450",429387,434948,2,1,"18-Feb-14",1944,3,"1","4","1","Driver or rider","Slight","Male",25,"Bicycle",53.8097772122,-1.55367031977
"10336",8621,8621,"12J0189",426677,431760,2,1,"19-Feb-14",655,3,"1","4","1","Driver or rider","Slight","Male",23,"Bicycle",53.7812670322,-1.59510469967
"10352",8646,8646,"12L0539",439477,432443,2,1,"21-Feb-14",1530,3,"1","1","1","Driver or rider","Slight","Male",21,"Bicycle",53.7865928726,-1.40075256846
"10358",8654,8654,"12M0800",427362,431156,2,1,"21-Feb-14",920,3,"2","4","8","Driver or rider","Slight","Male",40,"Bicycle",53.7758022377,-1.58476187488
"10370",8669,8669,"12O1071",441096,432393,2,1,"24-Feb-14",1605,6,"1","1","1","Driver or rider","Serious","Male",13,"Bicycle",53.7860181258,-1.37618493858
"10372",8675,8675,"12O1093",429383,434947,2,1,"24-Feb-14",1610,6,"1","1","1","Driver or rider","Slight","Male",29,"Bicycle",53.8097684496,-1.5537311652
"10382",8693,8693,"12Q0928",431517,434295,2,1,"26-Feb-14",1505,6,"1","1","1","Driver or rider","Slight","Male",23,"Bicycle",53.8037828661,-1.52138794524
"10400",11205,11205,"13A1346",429071,438560,2,1,"10-Mar-14",1705,3,"1","1","1","Driver or rider","Slight","Male",27,"Bicycle",53.8422621716,-1.55812805152
"10401",11206,11206,"13A1369",433727,434053,3,1,"10-Mar-14",1723,3,"1","1","1","Driver or rider","Slight","Male",37,"Bicycle",53.8014690027,-1.48785518008
"10414",11226,11226,"13B1726",430233,435116,2,1,"11-Mar-14",1745,6,"1","1","1","Driver or rider","Slight","Female",43,"Bicycle",53.8112388168,-1.54080521813
"10415",11227,11227,"13C0182",429557,431568,3,1,"12-Mar-14",720,6,"1","1","1","Driver or rider","Slight","Male",25,"Bicycle",53.7793856285,-1.5514127553
"10424",11244,11244,"13F0092",427996,435194,3,2,"15-Mar-14",58,6,"1","4","1","Driver or rider","Slight","Male",26,"Bicycle",53.8120651926,-1.57477378845
"10430",11252,11252,"13G1491",431412,438792,2,1,"16-Mar-14",1952,6,"1","4","1","Driver or rider","Slight","Female",23,"Bicycle",53.8442112306,-1.52252301922
"10433",11257,11257,"13H1020",426529,427462,2,1,"10-Mar-14",1320,6,"1","1","1","Driver or rider","Slight","Male",23,"Bicycle",53.7426405389,-1.59772035145
"10434",11258,11258,"13H1135",417932,443178,2,1,"17-Mar-14",1640,3,"1","1","1","Driver or rider","Slight","Male",43,"Bicycle",53.884276533,-1.72716536259
"10435",11259,11259,"13H1290",427944,436111,2,2,"17-Mar-14",1750,3,"1","1","1","Driver or rider","Slight","Male",29,"Bicycle",53.8203106633,-1.5754802908
"10437",11263,11263,"13I0530",427995,436011,2,1,"18-Mar-14",1130,3,"2","1","1","Driver or rider","Slight","Male",17,"Bicycle",53.8194090459,-1.57471463414
"10446",11275,11275,"13J1522",436025,428954,2,1,"19-Mar-14",1920,6,"1","4","1","Driver or rider","Slight","Male",70,"Bicycle",53.7554818879,-1.45355744669
"10448",11277,11277,"13J1621",420429,440371,2,1,"19-Mar-14",2016,3,"1","4","1","Driver or rider","Serious","Male",46,"Bicycle",53.8589527025,-1.68936121097
"10471",11308,11308,"13N0595",436363,442994,2,1,"23-Mar-14",1120,6,"1","1","1","Driver or rider","Serious","Male",50,"Bicycle",53.8816578479,-1.44677105465
"10472",11309,11309,"13N0837",429283,433483,2,1,"23-Mar-14",1340,6,"1","1","1","Driver or rider","Slight","Female",32,"Bicycle",53.7966145834,-1.55538915388
"10473",11310,11310,"13N1021",415878,441903,2,1,"23-Mar-14",1537,5,"2","1","1","Driver or rider","Slight","Male",50,"Bicycle",53.8728827534,-1.75848261463
"10480",11320,11320,"13O1289",429915,432727,2,1,"24-Mar-14",1715,3,"1","1","1","Driver or rider","Slight","Male",48,"Bicycle",53.7897831413,-1.54586708404
"10481",11321,11321,"13O1326",430295,432105,2,1,"24-Mar-14",1653,6,"1","1","1","Driver or rider","Slight","Male",24,"Bicycle",53.7841701616,-1.54015973488
"10486",11327,11327,"13P1022",433148,426330,2,1,"25-Mar-14",1600,3,"2","1","1","Driver or rider","Slight","Male",46,"Bicycle",53.7320863891,-1.49747657523
"10489",11330,11330,"13P1304",426885,437514,2,1,"24-Mar-14",840,3,"1","1","1","Driver or rider","Slight","Male",60,"Bicycle",53.8329777189,-1.59144526507
"10490",11331,11331,"13P1326",430633,433696,2,1,"25-Mar-14",1641,6,"2","1","1","Driver or rider","Slight","Male",43,"Bicycle",53.7984514431,-1.53487132103
"10503",11345,11345,"13R0938",428342,429522,1,1,"18-Mar-14",1500,3,"1","1","1","Pedestrian","Slight","Female",53,"Bicycle",53.761062107,-1.57004021899
"10511",11362,11362,"13S1092",428718,435615,2,1,"28-Mar-14",1628,3,"1","1","1","Driver or rider","Serious","Male",39,"Bicycle",53.8158100719,-1.56376851206
"10523",11676,11676,"14A0278",432055,435968,2,1,"10-Apr-14",836,6,"1","1","1","Driver or rider","Serious","Male",53,"Bicycle",53.8187880296,-1.51304402177
"10524",11677,11677,"14A0409",427337,434674,3,1,"10-Apr-14",958,3,"1","1","1","Driver or rider","Slight","Female",49,"Bicycle",53.8074261023,-1.58482911644
"10528",11681,11681,"14B0276",425577,443075,2,1,"11-Apr-14",740,3,"1","1","1","Driver or rider","Slight","Male",47,"Bicycle",53.8830300024,-1.61085811757
"10534",11689,11689,"14C0342",436891,433665,2,1,"12-Apr-14",849,3,"1","1","1","Driver or rider","Slight","Male",52,"Bicycle",53.7977666609,-1.43985870963
"10535",11690,11690,"14C0578",427023,444701,2,1,"12-Apr-14",1025,3,"1","1","1","Driver or rider","Slight","Male",38,"Bicycle",53.8975722069,-1.58871505846
"10548",11710,11710,"14G0526",430191,431784,2,1,"16-Apr-14",1059,6,"1","1","1","Driver or rider","Slight","Male",6,"Bicycle",53.7812908163,-1.54176970714
"10554",11726,11726,"14G1328",424100,431966,2,1,"16-Apr-14",1732,6,"1","1","1","Driver or rider","Slight","Male",50,"Bicycle",53.7832444239,-1.63420058401
"10560",11736,11736,"14H1474",438509,427246,2,1,"09-Apr-14",750,6,"2","1","1","Driver or rider","Slight","Male",41,"Bicycle",53.739951656,-1.41609407328
"10563",11739,11739,"14I1056",428520,434271,2,1,"18-Apr-14",1632,6,"1","1","1","Driver or rider","Slight","Male",31,"Bicycle",53.8037401072,-1.56690061751
"10571",11750,11750,"14L0051",424963,434400,2,1,"21-Apr-14",43,6,"1","4","1","Driver or rider","Slight","Male",23,"Bicycle",53.8050825436,-1.62090469901
"10574",11754,11754,"14L1161",427751,436156,2,1,"21-Apr-14",1726,6,"2","1","2","Driver or rider","Slight","Male",23,"Bicycle",53.820725496,-1.57840816056
