Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
10BA0538970,432159,436141,2,1,17-Dec-10,1633,6,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Slight,Male,25,Car,53.82033664,-1.511446106
10BA0541121,430303,436251,2,1,19-Dec-10,1200,6,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,64,Car,53.82143691,-1.539630261
10BA0544194,436228,435860,2,1,21-Dec-10,1435,6,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,Car,53.81754319,-1.449666631
10BA0544252,431768,435531,2,1,21-Dec-10,1400,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,Car,53.8148776,-1.51744887
10BA0545533,435879,437491,3,1,19-Dec-10,1540,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Car,53.83222775,-1.454777652
10BA0546550,439988,428780,1,1,23-Dec-10,720,6,Frost/ Ice,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,18,Car,53.7536288,-1.39347103
10BA0546647,435528,440087,2,3,23-Dec-10,805,3,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car,53.85558613,-1.45981094
10BA0548079,430657,434695,1,1,05-Dec-10,830,3,Frost/ Ice,Daylight: street lights present,Other,Driver or rider,Slight,Female,41,Car,53.80742975,-1.53440745
10BA0552703,432431,435184,2,1,29-Dec-10,1615,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,30,Car,53.8117176,-1.507414979
10BA0553559,432963,439235,3,1,30-Dec-10,848,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car,53.84809705,-1.498900518
10BA0553573,431983,435856,2,1,16-Nov-10,1108,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,58,Motorcycle,53.81778573,-1.514149394
10BA0553971,440164,448315,2,1,30-Dec-10,1335,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car,53.92920439,-1.388247442
10BA0555070,430146,437567,2,1,31-Dec-10,1,3,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Serious,Female,84,Car,53.83327515,-1.541886315
10CA0000023,429399,433811,2,3,01-Jan-10,1825,2,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,18,Car,53.79955635,-1.553596647
10CA0000024,432367,427238,1,4,01-Jan-10,1715,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,19,Car,53.74029726,-1.509220976
10CA0000026,430653,434680,2,1,02-Jan-10,1730,3,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Male,26,Car,53.80729515,-1.53446969
10CA0000035,432073,430377,1,1,04-Jan-10,1000,3,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,Car,53.76853113,-1.513352673
10CA0000038,428267,426152,2,2,02-Jan-10,1820,3,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Male,26,Car,53.73077379,-1.571486295
10CA0000039,428594,427816,1,2,03-Jan-10,1155,3,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,67,Car,53.7457134,-1.566375359
10CA0000040,428552,427713,1,2,03-Jan-10,1015,3,Snow,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.74478986,-1.567021782
10CA0000193,429716,431856,1,1,10-Jan-10,449,6,Frost/ Ice,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,24,Car,53.78196534,-1.548971932
10CA0000203,424323,427170,2,3,03-Jan-10,2243,3,Wet / Damp,Darkness: street lights present and lit,Other,Passenger,Slight,Female,9,Car,53.74012338,-1.631193812
10CA0000267,430092,432869,2,1,12-Jan-10,1750,3,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,46,Car,53.79104934,-1.543166313
10CA0000298,424277,428345,2,1,11-Jan-10,1320,3,Frost/ Ice,Daylight: street lights present,Other,Driver or rider,Serious,Male,19,Bicycle,53.75068749,-1.631798961
10CA0000303,426784,430438,2,1,09-Jan-10,2358,3,Frost/ Ice,Darkness: street lights present and lit,Snowing without high winds,Pedestrian,Slight,Male,24,Car,53.76937832,-1.593595542
10CA0000317,424964,427568,1,1,13-Jan-10,139,3,Frost/ Ice,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,39,Goods Vehicle,53.74367066,-1.6214425
10CA0000326,425689,426886,1,1,15-Jan-10,1339,4,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,62,Bus or Coach,53.73750501,-1.610505465
10CA0000332,425687,426882,1,1,16-Jan-10,1210,4,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,14,Bus or Coach,53.73746915,-1.610536121
10CA0000391,429188,431294,1,1,15-Jan-10,905,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,44,Car,53.77694352,-1.557038827
10CA0000435,429972,433280,2,1,18-Jan-10,745,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Bicycle,53.79475063,-1.544948012
10CA0000444,430804,433254,2,3,11-Jan-10,46,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,56,Car,53.79446833,-1.532319171
10CA0000451,430636,433680,2,1,20-Jan-10,2013,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,37,Bicycle,53.79830745,-1.534827363
10CA0000481,431038,430851,1,1,21-Jan-10,1710,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,13,Car,53.77285451,-1.529008564
10CA0000500,431964,430482,2,1,22-Jan-10,1549,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,22,Car,53.76948165,-1.514995599
10CA0000504,429795,433788,1,1,23-Jan-10,1020,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,19,Car,53.79932708,-1.547586093
10CA0000520,425794,429763,1,2,22-Jan-10,2035,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,25,Car,53.76336082,-1.608673244
10CA0000522,428584,427728,1,1,21-Jan-10,1220,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,55,Goods Vehicle,53.74492294,-1.566535144
10CA0000531,435796,428227,1,1,23-Jan-10,1239,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car,53.7489629,-1.457115107
10CA0000536,430560,434089,2,1,22-Jan-10,1250,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,31,Goods Vehicle,53.8019883,-1.535940705
10CA0000538,430070,433366,1,1,22-Jan-10,528,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,30,Taxi,53.79551801,-1.543451777
10CA0000541,433672,429612,2,1,21-Jan-10,730,3,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,57,Car,53.76155384,-1.48917537
10CA0000542,429739,432940,5,1,22-Jan-10,1340,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,52,Car,53.79170783,-1.548518251
10CA0000558,428741,432716,2,2,24-Jan-10,1310,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car,53.78975043,-1.56368976
10CA0000618,430028,434105,2,1,27-Jan-10,1230,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Goods Vehicle,53.8021631,-1.54401738
10CA0000640,430344,428101,2,1,26-Jan-10,1900,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,45,Motorcycle,53.74817627,-1.539809737
10CA0000646,433562,429749,2,3,27-Jan-10,2242,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,29,Car,53.76279239,-1.490829167
10CA0000656,434806,429071,2,1,29-Jan-10,840,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,68,Car,53.75661642,-1.47203369
10CA0000674,428325,429612,2,1,29-Jan-10,1545,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,30,Car,53.76187203,-1.570289849
10CA0000678,427617,426255,1,1,31-Jan-10,745,3,Frost/ Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,40,Car,53.73173447,-1.581330481
10CA0000689,430373,433482,1,1,29-Jan-10,1140,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,79,Car,53.7965431,-1.5388401
10CA0000731,430414,433703,1,1,01-Feb-10,1709,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,62,Car,53.79852721,-1.538195786
10CA0000739,429279,430095,2,2,27-Jan-10,2100,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,21,Car,53.76616086,-1.555771647
10CA0000740,429695,427845,2,2,01-Feb-10,1617,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car,53.74591252,-1.549676593
10CA0000783,427284,431051,2,1,04-Feb-10,11,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,25,Goods Vehicle,53.77486251,-1.585954836
10CA0000791,428854,432537,2,1,29-Jan-10,1520,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Car,53.78813519,-1.56199115
10CA0000810,425955,427330,1,1,03-Feb-10,1530,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14,Car,53.7414829,-1.606435213
10CA0000826,428322,434094,2,1,02-Feb-10,1930,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Bicycle,53.80215992,-1.569923596
10CA0000845,429721,431857,2,4,04-Feb-10,1825,6,Wet / Damp,Darkness: street lights present and lit,Fog or mist ,Driver or rider,Slight,Male,25,Car,53.78197404,-1.548895949
10CA0000886,429133,430518,2,1,06-Feb-10,1727,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,30,Bicycle,53.76997131,-1.557946782
10CA0000932,430076,433868,1,1,08-Feb-10,1621,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,Bus or Coach,53.80003,-1.543311662
10CA0000971,426882,427582,1,1,08-Feb-10,1243,4,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39,Bus or Coach,53.74370112,-1.592357249
10CA0000976,428741,433229,1,1,10-Feb-10,1310,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,59,Car,53.79436166,-1.563641905
10CA0000979,431155,431882,1,2,10-Feb-10,1620,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,Motorcycle,53.78211491,-1.52712903
10CA0000990,431538,432539,2,1,06-Feb-10,1435,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,42,Motorcycle,53.78799743,-1.521248848
10CA0000997,427581,431060,2,1,08-Feb-10,1800,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,47,Motorcycle,53.77492776,-1.581447074
10CA0001004,429242,433859,3,1,12-Feb-10,1030,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,25,Car,53.79999666,-1.555975946
10CA0001024,429797,433779,2,1,13-Jan-10,830,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,Car,53.79924606,-1.547556596
10CA0001050,424249,437208,1,1,13-Feb-10,1202,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or Coach,53.83035687,-1.631526108
10CA0001056,429188,431914,2,4,14-Feb-10,1953,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.78251656,-1.556980134
10CA0001060,430028,433364,1,3,14-Feb-10,1741,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,18,Taxi,53.79550246,-1.54408963
10CA0001066,430898,432311,2,2,12-Feb-10,1601,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,22,Car,53.78598639,-1.530986632
10CA0001068,425687,426866,1,1,11-Feb-10,2100,3,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,46,Car,53.73732533,-1.61053745
10CA0001098,425907,427302,1,1,11-Feb-10,1620,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Car,53.7412336,-1.607165383
10CA0001107,430989,434055,3,4,11-Feb-10,1447,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car,53.8016573,-1.529429923
10CA0001112,431861,429415,2,1,12-Feb-10,1431,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Car,53.75989697,-1.516668563
10CA0001150,430368,432785,2,1,09-Feb-10,930,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,Car,53.79027825,-1.53898472
10CA0001175,427141,426211,2,1,16-Feb-10,5,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,37,Car,53.73136395,-1.588550224
10CA0001181,428940,429846,3,1,15-Feb-10,1542,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,61,Car,53.7639416,-1.560938224
10CA0001184,430333,433350,1,1,10-Feb-10,42,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20,Car,53.79535892,-1.539460406
10CA0001222,429777,433409,1,2,18-Feb-10,1450,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,28,Taxi,53.79592138,-1.547896042
10CA0001262,426306,428090,1,1,17-Feb-10,1310,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Car,53.74829685,-1.601048312
10CA0001271,424123,428197,2,1,18-Feb-10,1444,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Car,53.74936428,-1.634146133
10CA0001300,430390,427021,2,1,18-Feb-10,1650,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car,53.73846568,-1.539218353
10CA0001322,429917,427971,2,1,19-Feb-10,1045,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,74,Car,53.74703241,-1.546297887
10CA0001329,430660,433450,2,6,17-Feb-10,1224,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,47,Car,53.79623863,-1.534485859
10CA0001333,428176,431183,2,2,19-Feb-10,1956,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,50,Car,53.77600152,-1.572406743
10CA0001366,428004,434327,2,1,11-Feb-10,1745,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,20,Car,53.80427152,-1.574731163
10CA0001400,429490,425807,2,1,23-Feb-10,2239,3,Wet / Damp,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Serious,Male,65,Motorcycle,53.72760492,-1.552979727
10CA0001408,429772,434480,1,1,25-Feb-10,1537,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,56,Bus or Coach,53.80554859,-1.547868407
10CA0001413,430973,433236,1,1,18-Feb-10,2115,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,32,Car,53.7942965,-1.529755239
10CA0001417,428944,429843,2,1,25-Feb-10,1640,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,25,Bicycle,53.76391441,-1.560877821
10CA0001443,430698,434887,4,3,25-Feb-10,1846,3,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Female,43,Car,53.80915316,-1.53376565
10CA0001445,426375,426745,2,1,24-Feb-10,1830,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,42,Bicycle,53.73620333,-1.600116695
10CA0001452,436200,427757,2,1,26-Feb-10,1645,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,Bicycle,53.74471032,-1.451043393
10CA0001456,430705,433034,1,2,28-Feb-10,825,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,Car,53.79249667,-1.533844108
10CA0001458,429505,430287,1,1,24-Feb-10,1145,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,43,Car,53.76787396,-1.552324474
10CA0001459,427802,430640,3,2,26-Feb-10,1505,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,63,Car,53.7711407,-1.578131265
10CA0001476,429702,432144,2,3,15-Feb-10,1725,1,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,42,Car,53.7845549,-1.549156666
10CA0001494,427295,434691,2,2,09-Feb-10,820,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Car,53.80758112,-1.585465451
10CA0001515,429904,433411,2,1,01-Mar-10,1645,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,44,Taxi,53.79593207,-1.545967674
10CA0001567,424237,428237,2,1,02-Mar-10,1330,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car,53.74971855,-1.632414089
10CA0001576,426382,427931,2,2,03-Mar-10,855,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,Car,53.74686378,-1.59990932
10CA0001595,427503,431349,2,1,14-Feb-10,1220,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,Motorcycle,53.77752965,-1.582604948
10CA0001596,431159,431435,2,1,04-Mar-10,1550,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,39,Motorcycle,53.77809671,-1.527113494
10CA0001620,427843,430554,2,1,27-Feb-10,1300,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,Car,53.77036548,-1.57751691
10CA0001672,430355,432103,2,1,04-Mar-10,1645,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,Car,53.78414869,-1.539249239
10CA0001709,429671,432926,2,2,02-Mar-10,1309,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,Car,53.79158587,-1.549551904
10CA0001713,430659,433713,2,1,05-Mar-10,855,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,Bicycle,53.79860272,-1.534474861
10CA0001716,430426,433457,2,1,26-Feb-10,512,6,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Taxi,53.79631529,-1.538037887
10CA0001752,429326,435000,2,2,15-Feb-10,1500,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car,53.81024807,-1.554591802
10CA0001754,430412,433883,1,1,28-Feb-10,49,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,29,Bus or Coach,53.8001453,-1.538208378
10CA0001757,426776,430432,1,1,10-Mar-10,1330,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,22,Goods Vehicle,53.7693248,-1.593717447
10CA0001758,429594,427352,2,1,04-Mar-10,1919,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,57,Car,53.74148677,-1.551255419
10CA0001764,430844,433328,1,1,09-Mar-10,1100,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Bus or Coach,53.79513113,-1.531704485
10CA0001768,428499,427575,2,1,10-Mar-10,800,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,70,Car,53.7435523,-1.567838206
10CA0001796,430321,433737,1,1,11-Mar-10,930,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Bus or Coach,53.79883826,-1.539604495
10CA0001811,429647,433378,2,1,10-Mar-10,1645,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,36,Bus or Coach,53.79565015,-1.549872747
10CA0001813,424930,427639,2,6,10-Mar-10,2200,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,35,Taxi,53.7443105,-1.621952339
10CA0001835,430779,433473,3,2,14-Mar-10,1200,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,Car,53.79643834,-1.532676836
10CA0001846,432296,427197,2,1,13-Mar-10,1710,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,45,Motorcycle,53.73993312,-1.510301787
10CA0001872,429796,433868,1,1,12-Mar-10,1110,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,57,Car,53.80004612,-1.547563169
10CA0001920,429690,425694,2,1,16-Feb-10,850,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,67,Car,53.72657783,-1.549959003
10CA0001922,430072,433367,1,1,17-Mar-10,840,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,28,Taxi,53.79552688,-1.543421315
10CA0001924,426455,428516,2,1,09-Mar-10,1705,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,47,Car,53.75211857,-1.598752181
10CA0001926,431943,430332,1,3,06-Mar-10,1411,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car,53.76813462,-1.515329759
10CA0001933,427505,425499,2,1,10-Mar-10,1820,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,32,Car,53.7249448,-1.583095567
10CA0001937,430411,433697,1,1,17-Mar-10,1327,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Bus or Coach,53.79847346,-1.538241929
10CA0001991,431152,431889,2,1,18-Mar-10,1954,3,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver or rider,Slight,Male,24,Motorcycle,53.78217801,-1.527173855
10CA0002001,426313,426961,2,1,19-Mar-10,2350,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,41,Car,53.73814806,-1.601038293
10CA0002040,426992,427909,2,1,19-Mar-10,1742,6,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver or rider,Slight,Male,35,Taxi,53.74663479,-1.590660672
10CA0002041,431124,431926,2,2,12-Mar-10,1405,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,64,Car,53.78251227,-1.527595088
10CA0002074,430112,431743,1,1,22-Mar-10,1155,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Bus or Coach,53.78092685,-1.542972709
10CA0002111,430764,424529,3,1,18-Mar-10,1840,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,41,Car,53.7160436,-1.533795727
10CA0002128,433549,429830,2,1,23-Mar-10,718,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,Bicycle,53.76352131,-1.491017577
10CA0002166,429701,433432,1,1,23-Mar-10,1705,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,28,Car,53.79613246,-1.549047692
10CA0002177,429121,433562,2,1,25-Mar-10,753,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,Car,53.79733379,-1.557841289
10CA0002186,430153,432848,2,1,24-Mar-10,1410,3,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Car,53.79085704,-1.542242345
10CA0002206,430152,433384,1,1,28-Mar-10,250,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,18,Car,53.79567506,-1.542205066
10CA0002210,430071,433827,1,1,27-Mar-10,1655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,15,Car,53.79966176,-1.543391585
10CA0002213,428929,433665,3,1,28-Mar-10,1650,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,Car,53.79827034,-1.560746752
10CA0002214,435794,425979,2,1,22-Mar-10,1557,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,Bicycle,53.72875645,-1.457405769
10CA0002250,430379,433540,1,1,26-Mar-10,1045,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,22,Bus or Coach,53.7970641,-1.538743283
10CA0002291,430806,433845,2,1,28-Mar-10,2145,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,28,Car,53.79978055,-1.532229696
10CA0002292,424177,428139,2,3,24-Mar-10,1905,3,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,83,Car,53.74884042,-1.633331717
10CA0002297,430040,434053,2,1,29-Mar-10,2015,6,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,25,Bicycle,53.801695,-1.543840236
10CA0002302,430672,433648,1,1,29-Mar-10,1440,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,43,Bus or Coach,53.79801769,-1.53428395
10CA0002312,430868,433354,2,1,29-Mar-10,840,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,40,Car,53.79536341,-1.531337508
10CA0002336,431273,429629,1,1,29-Mar-10,2035,6,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,34,Bus or Coach,53.76185619,-1.525566504
10CA0002341,430022,433781,2,1,22-Mar-10,1710,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,Bicycle,53.7992511,-1.544140077
10CA0002343,430676,434520,2,3,24-Mar-10,1245,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car,53.80585561,-1.534136344
10CA0002361,426927,429265,1,1,01-Apr-10,2007,3,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,34,Bus or Coach,53.75882704,-1.591528152
10CA0002390,428984,425430,2,1,01-Apr-10,815,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,Car,53.72424448,-1.560684936
10CA0002392,430420,433810,1,1,01-Apr-10,940,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Bus or Coach,53.79948866,-1.538094117
10CA0002422,430378,433518,1,1,01-Apr-10,1036,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,45,Car,53.7968664,-1.538760636
10CA0002468,430041,432509,1,1,01-Apr-10,1730,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,46,Car,53.78781634,-1.543975625
10CA0002472,428308,429624,2,2,03-Apr-10,1225,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,36,Car,53.76198081,-1.570546642
10CA0002543,429861,433524,1,1,07-Apr-10,1115,6,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,71,Bus or Coach,53.79695027,-1.546609565
10CA0002554,425157,428997,3,2,02-Apr-10,1740,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,64,Taxi,53.7565065,-1.618399505
