Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
1238,446209,429847,432998,2,1,04/06/2009,1640,6,1,1,1,1,3,1,39,1,53.7922229951,-1.54687308956
1239,572209,427599,436800,2,1,04/06/2009,740,3,1,1,1,1,3,1,39,1,53.8265223332,-1.58065946965
1240,415209,430076,433877,1,1,05/06/2009,1035,6,1,1,1,2,3,2,36,11,53.8001109029,-1.54331078288
1241,444609,427780,434626,2,1,05/06/2009,1305,6,1,1,1,1,3,1,11,1,53.8069711667,-1.57810574408
1242,446509,427529,438624,2,1,05/06/2009,835,6,1,1,1,1,3,1,26,1,53.8429214676,-1.58155962291
1243,451009,433468,434897,2,1,05/06/2009,1834,6,2,1,2,1,3,1,25,8,53.8090721506,-1.49169617095
1244,452209,435321,434812,2,1,05/06/2009,1600,6,1,1,1,1,3,1,15,1,53.8081855612,-1.46356433579
1245,459309,428102,426660,2,2,05/06/2009,1315,3,1,1,1,1,3,1,38,9,53.7353490521,-1.57394136552
1246,459309,428102,426660,2,2,05/06/2009,1315,3,1,1,1,1,3,2,19,9,53.7353490521,-1.57394136552
1247,451309,439482,426194,1,1,06/06/2009,300,3,2,7,1,1,3,1,20,9,53.7304228513,-1.40147585203
1248,453009,430055,434014,1,1,06/06/2009,1554,6,1,1,1,3,3,1,26,11,53.8013435717,-1.5436162749
1249,461409,434489,430667,1,1,06/06/2009,840,1,2,1,2,1,3,2,21,9,53.7709834507,-1.47666363186
1250,470309,425271,437602,2,2,06/06/2009,1345,6,1,1,1,1,3,2,26,9,53.8338497392,-1.61596436345
1251,470309,425271,437602,2,2,06/06/2009,1345,6,1,1,1,1,3,1,52,9,53.8338497392,-1.61596436345
1252,448009,432013,426289,2,1,07/06/2009,30,1,1,7,1,1,3,1,26,9,53.7317887603,-1.51468671984
1253,448709,429234,428145,2,1,07/06/2009,1800,6,2,1,1,1,3,1,46,9,53.7486352233,-1.55663901721
1254,470109,430982,433446,1,1,07/06/2009,2307,3,1,4,1,3,3,2,26,9,53.7961835976,-1.52959748033
1255,491409,440591,432096,1,2,07/06/2009,210,3,1,4,1,1,3,1,19,9,53.7833881677,-1.38388918605
1256,491409,440591,432096,1,2,07/06/2009,210,3,1,4,1,2,3,1,19,9,53.7833881677,-1.38388918605
1257,462409,422177,441877,2,1,08/06/2009,1230,3,1,1,1,1,3,1,47,9,53.8724180299,-1.66267311613
1258,470709,429735,434683,2,1,08/06/2009,655,3,1,1,1,1,3,1,61,9,53.8073754192,-1.5484106777
1259,486409,427958,430345,2,1,08/06/2009,1845,3,1,1,1,1,3,2,37,9,53.7684806536,-1.57579091974
1260,533209,443041,445603,1,1,08/06/2009,1800,3,1,1,1,3,3,2,17,90,53.90459709,-1.34481159188
1261,454609,430781,433498,1,1,09/06/2009,1355,6,1,1,1,2,3,2,78,11,53.7966629416,-1.53264397286
1262,454809,430921,434358,2,1,09/06/2009,852,6,1,1,1,1,3,2,29,9,53.8043849279,-1.5304320393
1263,455409,432061,430385,1,1,09/06/2009,1115,3,1,1,1,2,3,1,25,19,53.7686037762,-1.51353391226
1264,456409,430661,427029,1,1,09/06/2009,1141,3,1,1,1,1,2,1,16,2,53.738521725,-1.53510872965
1265,458609,429605,434659,1,1,09/06/2009,1436,3,1,1,1,3,2,1,34,9,53.8071671066,-1.55038724584
1266,461709,430817,433274,2,2,09/06/2009,2220,3,1,4,1,2,3,1,60,11,53.7946473379,-1.53211980571
1267,461709,430817,433274,2,2,09/06/2009,2220,3,1,4,1,2,3,2,60,11,53.7946473379,-1.53211980571
1268,462309,430267,433739,1,1,09/06/2009,1345,6,1,1,1,2,3,2,72,11,53.7988593811,-1.54042420763
1269,476509,419444,434554,1,1,09/06/2009,2055,6,1,1,1,1,2,1,18,3,53.8067024458,-1.70470669398
1270,482209,430732,435030,2,2,09/06/2009,1325,6,1,1,1,1,3,2,29,9,53.8104365364,-1.53323500525
1271,482209,430732,435030,2,2,09/06/2009,1325,6,1,1,1,1,3,2,45,9,53.8104365364,-1.53323500525
1272,527909,422378,432607,2,1,09/06/2009,1635,6,1,1,1,1,3,2,47,9,53.7890831732,-1.66029072025
1273,462709,430082,431189,1,1,10/06/2009,1523,3,1,1,1,3,3,1,14,90,53.7759488166,-1.54348206761
1274,466209,431342,433935,2,1,10/06/2009,1917,6,1,1,1,1,3,1,59,5,53.8005575102,-1.5240820101
1275,461809,427995,435188,2,1,11/06/2009,745,6,2,1,1,1,3,1,25,5,53.812011314,-1.57478952266
1276,465509,430489,437163,2,1,11/06/2009,1810,6,1,1,1,1,3,1,37,9,53.8296237083,-1.53671417683
1277,465709,437997,432950,2,1,11/06/2009,2113,3,1,1,1,2,3,2,24,9,53.7912602347,-1.42315467137
1278,466109,424609,435110,2,1,11/06/2009,1740,3,1,1,1,1,3,1,10,1,53.8114814665,-1.62622375135
1279,466509,432160,436134,3,1,11/06/2009,1835,6,2,1,1,2,3,2,34,9,53.8202736608,-1.51143164644
1280,468009,422408,428986,2,1,11/06/2009,1730,3,1,1,1,1,3,1,26,9,53.7565331026,-1.66009836698
1281,473809,430277,431962,2,2,11/06/2009,1625,1,1,1,1,1,3,2,56,9,53.7828858184,-1.5404469883
1282,473809,430277,431962,2,2,11/06/2009,1625,1,1,1,1,1,3,2,32,9,53.7828858184,-1.5404469883
1283,487209,437009,434736,2,1,11/06/2009,2110,6,1,1,1,1,3,1,58,9,53.807385042,-1.43793839803
1284,487409,429309,435024,2,3,11/06/2009,230,3,1,4,1,1,3,1,47,8,53.8104647574,-1.5548477064
1285,487409,429309,435024,2,3,11/06/2009,230,3,1,4,1,2,3,1,19,8,53.8104647574,-1.5548477064
1286,487409,429309,435024,2,3,11/06/2009,230,3,1,4,1,2,3,2,19,8,53.8104647574,-1.5548477064
1287,466309,428501,434312,1,1,12/06/2009,15,6,1,4,1,3,3,1,16,9,53.8041096873,-1.56718534338
1288,469109,440953,447834,2,1,12/06/2009,1823,2,1,1,1,1,3,1,22,9,53.9248192128,-1.37629513199
1289,469609,431956,430318,2,2,12/06/2009,1635,3,1,1,1,1,3,1,30,9,53.7680079844,-1.51513396855
1290,469609,431956,430318,2,2,12/06/2009,1635,3,1,1,1,1,3,1,28,9,53.7680079844,-1.51513396855
1291,471009,428213,433557,2,1,12/06/2009,820,6,1,1,1,1,3,1,19,3,53.7973388774,-1.57162793385
1292,473009,429514,430279,2,2,12/06/2009,750,3,1,1,1,1,3,2,27,9,53.7678015373,-1.55218868751
1293,473009,429514,430279,2,2,12/06/2009,750,3,1,1,1,1,3,2,33,9,53.7678015373,-1.55218868751
1294,475509,438705,445866,2,1,12/06/2009,1700,3,1,1,1,1,3,1,82,9,53.9073030251,-1.41077869696
1295,468609,420514,436541,2,1,13/06/2009,1235,6,1,1,1,1,2,1,38,1,53.8245221922,-1.68832452198
1296,469209,424249,428164,2,1,13/06/2009,1,3,1,7,1,1,3,1,28,9,53.7490617993,-1.6322378278
1297,472509,423132,428428,2,1,13/06/2009,1313,6,1,1,1,1,3,1,9,1,53.7514856494,-1.64915820501
1298,476109,432453,435205,2,1,13/06/2009,1923,6,1,1,1,1,3,1,14,1,53.8119049921,-1.50707862648
1299,494709,431551,428503,2,1,13/06/2009,228,6,1,4,1,1,3,1,22,9,53.7517180846,-1.52146427323
1300,468909,428368,428719,1,1,14/06/2009,1536,6,1,1,1,1,3,1,62,9,53.7538426691,-1.56971958291
1301,471209,436168,427633,2,2,14/06/2009,1209,3,1,1,1,1,3,2,33,9,53.7435979433,-1.45154314823
1302,471209,436168,427633,2,2,14/06/2009,1209,3,1,1,1,2,3,2,9,9,53.7435979433,-1.45154314823
1303,472309,420901,434493,2,1,14/06/2009,1820,3,1,1,1,2,3,2,30,9,53.8060976103,-1.6825839417
1304,473909,432291,445653,2,2,14/06/2009,1250,3,1,1,1,1,3,1,53,5,53.9058278793,-1.50843964297
1305,473909,432291,445653,2,2,14/06/2009,1250,3,1,1,1,2,3,2,50,5,53.9058278793,-1.50843964297
1306,476309,432408,439852,3,1,14/06/2009,1205,6,1,1,1,1,3,2,53,1,53.8536779551,-1.50727208124
1307,481809,427297,433401,3,1,14/06/2009,1358,6,1,1,1,1,3,2,32,9,53.7959854966,-1.58554943709
1308,484109,424859,441872,2,1,14/06/2009,1150,6,1,1,1,1,3,1,33,3,53.8722515123,-1.62187944836
1309,473609,433671,429620,2,2,15/06/2009,1450,3,2,1,1,1,3,1,46,9,53.7616258127,-1.48918966694
1310,473609,433671,429620,2,2,15/06/2009,1450,3,2,1,1,1,3,1,59,9,53.7616258127,-1.48918966694
1311,474309,425224,436936,2,1,15/06/2009,1750,6,1,1,1,1,3,1,32,9,53.8278655075,-1.61673324428
1312,478509,426475,426737,2,2,15/06/2009,810,3,2,1,1,3,1,2,12,9,53.7361263461,-1.59860127543
1313,478509,426475,426737,2,2,15/06/2009,810,3,2,1,1,1,3,1,21,9,53.7361263461,-1.59860127543
1314,483609,425494,435376,2,1,15/06/2009,1130,6,2,1,2,2,3,1,20,9,53.8138298456,-1.6127601348
1315,486509,429347,434617,1,1,15/06/2009,1100,6,1,1,1,3,3,1,21,9,53.8068042031,-1.55430937904
1316,474509,428965,433912,2,2,16/06/2009,18,6,1,4,1,1,3,1,38,8,53.8004885577,-1.56017691958
1317,474509,428965,433912,2,2,16/06/2009,18,6,1,4,1,1,3,1,26,9,53.8004885577,-1.56017691958
1318,478709,430906,436530,1,1,16/06/2009,1240,6,1,1,1,2,3,2,26,11,53.8239092471,-1.53044165119
1319,478909,430786,438591,2,2,16/06/2009,1355,6,1,1,1,1,3,1,72,9,53.8424419978,-1.53205830346
1320,478909,430786,438591,2,2,16/06/2009,1355,6,1,1,1,2,3,1,41,9,53.8424419978,-1.53205830346
1321,481509,428000,436009,2,1,16/06/2009,1830,3,1,1,1,1,3,2,55,1,53.8193907991,-1.57463886112
1322,482809,428413,437837,2,1,16/06/2009,700,6,1,1,1,1,3,1,66,1,53.8357997568,-1.56819603627
1323,483009,427453,434949,3,3,16/06/2009,1730,6,1,1,1,1,3,2,47,9,53.8098919004,-1.58304293072
1324,483009,427453,434949,3,3,16/06/2009,1730,6,1,1,1,1,3,2,39,9,53.8098919004,-1.58304293072
1325,483009,427453,434949,3,3,16/06/2009,1730,6,1,1,1,2,3,2,24,9,53.8098919004,-1.58304293072
1326,483509,435472,425890,3,1,16/06/2009,1650,1,1,1,1,1,3,1,38,9,53.727978449,-1.46229687407
1327,484609,426578,427694,2,1,16/06/2009,1900,6,1,1,1,1,3,1,40,1,53.7447234612,-1.59695739164
1328,487109,433186,433968,2,1,16/06/2009,2040,6,1,1,1,1,3,1,19,1,53.8007397632,-1.49607907812
1329,487909,426248,431904,1,1,16/06/2009,1540,6,1,1,1,3,3,1,17,11,53.7825832309,-1.60160349447
1330,499909,440772,428644,1,1,16/06/2009,1225,6,1,1,1,2,3,2,69,11,53.7523456021,-1.38159820533
1331,586409,436029,436955,1,1,16/06/2009,2115,6,1,1,1,1,2,1,18,3,53.8273995036,-1.4525611682
1332,482609,430476,437228,2,1,17/06/2009,1315,6,2,1,2,1,3,2,65,9,53.8302087345,-1.53690526271
1333,487309,429816,434396,2,1,17/06/2009,1545,3,1,1,1,1,3,1,18,1,53.8047910189,-1.54720836038
1334,496009,430739,434770,2,1,17/06/2009,1710,3,2,1,1,1,3,1,31,9,53.8080990613,-1.53315465886
1335,486609,426874,429164,2,4,18/06/2009,1549,3,1,1,1,1,3,1,48,9,53.7579219018,-1.59234091014
1336,486609,426874,429164,2,4,18/06/2009,1549,3,1,1,1,1,3,2,44,9,53.7579219018,-1.59234091014
1337,486609,426874,429164,2,4,18/06/2009,1549,3,1,1,1,2,3,2,38,9,53.7579219018,-1.59234091014
1338,486609,426874,429164,2,4,18/06/2009,1549,3,1,1,1,2,3,2,16,9,53.7579219018,-1.59234091014
1339,497009,430131,432173,2,1,18/06/2009,1709,3,1,1,4,1,3,1,29,4,53.7847909161,-1.5426423153
1340,502609,429759,427354,1,1,18/06/2009,1735,6,1,1,1,3,2,2,4,9,53.7414953583,-1.54875335664
1341,503509,427444,436139,2,1,18/06/2009,2042,6,1,1,1,1,3,2,21,9,53.8205889868,-1.58307346973
1342,548709,426824,434970,2,1,18/06/2009,815,3,1,1,1,1,3,2,53,1,53.8101134915,-1.59259410401
1343,483109,439684,449044,2,1,19/06/2009,1022,6,1,1,1,1,3,1,52,9,53.9357938764,-1.39546334826
1344,485809,419324,441747,2,3,19/06/2009,2200,3,1,4,1,1,3,2,22,9,53.8713635956,-1.70607665637
1345,485809,419324,441747,2,3,19/06/2009,2200,3,1,4,1,2,3,1,23,9,53.8713635956,-1.70607665637
1346,485809,419324,441747,2,3,19/06/2009,2200,3,1,4,1,2,3,2,26,11,53.8713635956,-1.70607665637
1347,486809,435344,427518,2,1,19/06/2009,805,6,1,1,1,1,3,1,50,9,53.7426207649,-1.46405094984
1348,487809,430082,435418,2,1,19/06/2009,2330,6,1,4,9,1,3,1,31,1,53.8139621634,-1.54306908198
1349,488509,441005,445700,2,2,19/06/2009,1600,2,1,1,1,1,3,1,56,9,53.9056340595,-1.37578937343
1350,488509,441005,445700,2,2,19/06/2009,1600,2,1,1,1,1,3,2,26,9,53.9056340595,-1.37578937343
1351,490309,433187,434012,2,1,19/06/2009,1430,3,1,1,1,2,3,1,87,11,53.8011352005,-1.49605915196
1352,490809,430806,433455,2,1,19/06/2009,1350,6,1,1,4,2,3,2,38,11,53.7962749471,-1.53226870585
1353,494809,427708,434474,3,1,19/06/2009,1035,3,1,1,1,1,2,1,23,1,53.8056087165,-1.57921285558
1354,495909,418792,444757,2,1,19/06/2009,1715,3,1,1,1,1,3,1,13,1,53.8984393362,-1.71398378425
1355,496209,432430,435184,2,2,19/06/2009,1833,6,1,1,1,1,2,1,18,3,53.8117176653,-1.50743016721
1356,496209,432430,435184,2,2,19/06/2009,1833,6,1,1,1,2,3,1,18,3,53.8117176653,-1.50743016721
1357,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,1,23,8,53.8242531479,-1.50638673555
1358,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,2,15,8,53.8242531479,-1.50638673555
1359,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,2,20,8,53.8242531479,-1.50638673555
1360,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,1,20,8,53.8242531479,-1.50638673555
1361,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,2,20,8,53.8242531479,-1.50638673555
1362,497209,432489,436579,2,6,19/06/2009,2106,6,1,1,1,2,3,2,15,8,53.8242531479,-1.50638673555
1363,488209,424246,434481,2,2,20/06/2009,2320,6,1,4,1,1,3,1,57,9,53.8058445574,-1.63178663643
1364,488209,424246,434481,2,2,20/06/2009,2320,6,1,4,1,1,3,1,25,9,53.8058445574,-1.63178663643
1365,493409,430678,424632,1,1,20/06/2009,1030,3,1,1,1,3,3,1,40,9,53.7169745178,-1.53508873244
1366,495209,428275,434565,2,1,20/06/2009,1150,6,2,1,2,1,3,1,22,1,53.8063961761,-1.57059402347
1367,497909,421504,435905,2,1,20/06/2009,1300,3,1,1,1,1,3,1,19,3,53.8187652765,-1.67332788233
1368,503709,425670,432193,1,1,20/06/2009,1915,6,1,1,1,3,3,2,23,9,53.7852098273,-1.61035218144
1369,528909,433178,434010,2,1,20/06/2009,1930,3,1,1,1,1,3,1,31,9,53.8011177973,-1.49619602562
1370,490609,431221,440980,1,4,21/06/2009,400,3,1,1,1,2,3,1,18,9,53.8638898484,-1.52520364437
1371,490609,431221,440980,1,4,21/06/2009,400,3,1,1,1,2,3,1,18,9,53.8638898484,-1.52520364437
1372,490609,431221,440980,1,4,21/06/2009,400,3,1,1,1,2,3,1,16,9,53.8638898484,-1.52520364437
1373,490609,431221,440980,1,4,21/06/2009,400,3,1,1,1,2,3,1,19,9,53.8638898484,-1.52520364437
1374,492909,433644,429581,1,1,21/06/2009,2312,3,1,4,1,1,3,2,34,9,53.7612769975,-1.48960350702
1375,516509,436072,434288,3,2,21/06/2009,2050,6,1,1,1,1,3,1,19,9,53.8034239898,-1.45222053542
1376,516509,436072,434288,3,2,21/06/2009,2050,6,1,1,1,2,3,2,18,9,53.8034239898,-1.45222053542
1377,495709,431905,435737,2,1,22/06/2009,1720,3,1,1,1,1,3,1,75,9,53.8167208767,-1.51534657984
1378,496109,440420,442434,2,1,22/06/2009,1740,6,1,1,1,1,3,1,19,9,53.8763240531,-1.3851251798
1379,496509,424787,434807,1,1,22/06/2009,2230,6,2,4,1,1,2,1,14,9,53.8087494052,-1.62354464835
1380,502209,430527,438554,1,1,22/06/2009,1425,6,1,1,1,1,3,1,70,9,53.842124705,-1.53599859152
1381,510609,445588,430929,1,1,22/06/2009,1255,6,1,1,1,1,2,1,60,5,53.7724850552,-1.30822046557
1382,510909,426815,435708,2,1,22/06/2009,1510,4,1,1,1,1,3,2,87,9,53.8167476624,-1.59266647861
1383,511609,431493,435124,2,1,22/06/2009,1,3,1,4,1,1,3,1,24,5,53.81123594,-1.52166757342
1384,499709,422550,436277,1,1,23/06/2009,1644,6,1,1,1,3,3,2,42,9,53.8220647948,-1.65741089187
1385,502409,428956,435471,2,1,23/06/2009,2330,3,1,7,1,1,3,1,26,9,53.8145024947,-1.56016691948
1386,504609,423042,437642,2,1,23/06/2009,700,3,1,1,1,1,3,1,21,9,53.8343129285,-1.64983406304
1387,509809,440219,432994,2,1,23/06/2009,1915,6,1,1,1,1,3,1,14,1,53.7914887339,-1.3894180442
1388,519309,430963,435867,2,1,23/06/2009,845,6,1,1,1,1,2,1,30,1,53.8179463627,-1.52964242225
1389,528509,431512,435149,2,2,23/06/2009,1720,6,1,1,1,1,3,1,31,9,53.8114595059,-1.52137644243
1390,528509,431512,435149,2,2,23/06/2009,1720,6,1,1,1,2,3,2,29,9,53.8114595059,-1.52137644243
1391,594809,428835,436568,3,1,23/06/2009,2225,6,1,4,1,1,3,1,46,9,53.8243698431,-1.56190197512
1392,502109,429605,431110,2,1,24/06/2009,1645,6,1,1,1,1,3,1,24,4,53.7752660454,-1.55072825314
1393,517309,437486,431651,2,1,24/06/2009,1330,6,1,1,1,1,3,1,17,1,53.7796211212,-1.431069897
1394,518209,431618,437090,2,1,24/06/2009,1550,6,1,1,1,3,1,1,2,11,53.8289000672,-1.51956698029
1395,527509,429411,437318,1,1,24/06/2009,1650,6,1,1,1,3,3,1,13,9,53.8310790881,-1.55307919049
1396,503309,422833,433543,1,2,25/06/2009,755,4,1,1,1,1,3,1,31,1,53.7974769772,-1.65331435716
1397,503309,422833,433543,1,2,25/06/2009,755,4,1,1,1,3,3,1,14,1,53.7974769772,-1.65331435716
1398,504009,429410,431359,1,1,25/06/2009,1620,6,1,1,1,3,3,2,37,9,53.7775153011,-1.55366363706
1399,504309,428784,432689,3,2,25/06/2009,910,3,1,1,1,1,3,2,36,9,53.7895053563,-1.56303953078
1400,504309,428784,432689,3,2,25/06/2009,910,3,1,1,1,2,3,1,31,9,53.7895053563,-1.56303953078
1401,504909,430030,432524,1,1,25/06/2009,1730,3,1,1,1,3,3,2,24,9,53.7879518031,-1.54414113808
1402,507009,422363,433452,2,1,25/06/2009,1300,6,1,1,1,1,3,2,44,9,53.7966794071,-1.66045708614
1403,516409,440953,439816,2,1,25/06/2009,1345,3,1,1,1,1,2,1,53,5,53.852750666,-1.37736714883
1404,518509,430187,432827,2,1,25/06/2009,2115,3,1,1,1,1,3,1,28,9,53.7906663077,-1.5417282609
1405,527709,436116,435543,2,1,25/06/2009,1730,3,1,1,1,1,3,2,35,9,53.8147016096,-1.45140513134
1406,508909,426338,428160,2,1,26/06/2009,855,4,1,1,1,1,3,1,44,9,53.7489244577,-1.6005570504
1407,509209,423005,429426,1,1,26/06/2009,1235,3,1,1,1,1,3,1,39,21,53.760462203,-1.65101001047
1408,511109,429043,436820,1,1,26/06/2009,845,4,1,1,1,2,3,1,42,11,53.8266234151,-1.55871807414
1409,511409,424127,444004,2,2,26/06/2009,2350,3,1,4,1,1,3,1,36,9,53.8914499827,-1.6328454935
1410,511409,424127,444004,2,2,26/06/2009,2350,3,1,4,1,2,3,2,49,9,53.8914499827,-1.6328454935
1411,515409,423772,437592,2,2,26/06/2009,1150,3,1,1,1,1,3,1,47,9,53.8338306007,-1.63874446567
1412,515409,423772,437592,2,2,26/06/2009,1150,3,1,1,1,1,3,2,46,1,53.8338306007,-1.63874446567
1413,516809,433894,433444,1,2,26/06/2009,1505,6,1,1,1,1,3,1,26,3,53.7959840606,-1.48538641957
1414,516809,433894,433444,1,2,26/06/2009,1505,6,1,1,1,3,3,1,12,3,53.7959840606,-1.48538641957
1415,594509,434117,428643,1,1,26/06/2009,1750,6,1,1,1,3,3,2,16,9,53.7528148263,-1.48253182798
1416,505309,422924,437549,2,2,27/06/2009,1225,3,1,1,1,1,3,1,45,9,53.8334821908,-1.65163419257
1417,505309,422924,437549,2,2,27/06/2009,1225,3,1,1,1,2,3,2,21,9,53.8334821908,-1.65163419257
1418,509409,430954,428794,1,1,27/06/2009,1520,6,1,1,1,3,3,2,4,9,53.7543696232,-1.53048949902
1419,509909,427403,430422,1,1,27/06/2009,1214,6,1,1,1,1,3,1,42,17,53.7692022916,-1.58420489567
1420,512209,426016,437494,1,1,27/06/2009,1000,6,1,1,1,2,3,1,81,11,53.8328421837,-1.60465226206
1421,517509,430444,434909,1,1,27/06/2009,35,6,1,7,1,1,3,1,19,3,53.8093658447,-1.53762103009
1422,506309,420406,445344,1,2,28/06/2009,215,6,1,4,1,1,3,1,18,9,53.90365469,-1.68937978118
1423,506309,420406,445344,1,2,28/06/2009,215,6,1,4,1,2,3,1,18,9,53.90365469,-1.68937978118
1424,518809,429165,430536,2,1,28/06/2009,1700,6,1,1,1,1,3,1,10,1,53.7701313169,-1.55745954075
1425,520109,432331,436321,2,2,28/06/2009,1720,6,1,1,1,1,2,2,42,9,53.8219439302,-1.5088142953
1426,520109,432331,436321,2,2,28/06/2009,1720,6,1,1,1,2,3,1,53,9,53.8219439302,-1.5088142953
1427,522109,441220,448722,2,1,28/06/2009,1945,2,1,1,1,2,3,2,55,9,53.9327796179,-1.37210926085
1428,516009,428569,431477,2,4,29/06/2009,1056,3,1,1,1,1,3,1,59,10,53.7786228071,-1.56641560386
1429,516009,428569,431477,2,4,29/06/2009,1056,3,1,1,1,1,3,2,46,9,53.7786228071,-1.56641560386
1430,516009,428569,431477,2,4,29/06/2009,1056,3,1,1,1,2,3,2,53,10,53.7786228071,-1.56641560386
1431,516009,428569,431477,2,4,29/06/2009,1056,3,1,1,1,2,3,2,68,10,53.7786228071,-1.56641560386
1432,516609,429057,433891,3,1,29/06/2009,1335,6,1,1,1,3,3,1,22,9,53.8002946632,-1.55878195985
1433,517009,430091,434604,2,1,29/06/2009,935,6,1,1,1,1,3,1,25,1,53.806644834,-1.54301197029
1434,519909,431934,435779,2,1,29/06/2009,1105,3,1,1,1,1,3,1,30,9,53.8170966199,-1.51490171244
1435,520509,432237,434671,1,1,29/06/2009,928,6,1,1,1,3,3,2,12,9,53.8071184803,-1.5104152028
1436,521109,426729,428111,1,1,29/06/2009,2030,6,1,1,1,3,3,1,44,3,53.7484640966,-1.59463153401
1437,518609,429883,432819,1,1,30/06/2009,807,6,1,1,1,3,3,2,27,9,53.7906119442,-1.54634392978
1438,521409,428097,434684,2,1,30/06/2009,1635,6,1,1,1,1,3,1,24,5,53.8074754844,-1.57328632399
1439,523909,420429,440373,2,1,30/06/2009,945,3,2,1,2,1,3,1,45,1,53.8589706801,-1.68936107782
1440,530809,424574,427831,1,1,30/06/2009,637,1,1,1,1,1,3,2,37,9,53.7460532728,-1.62733545644
1441,541809,429793,433791,2,1,01/07/2009,1300,6,1,1,1,1,3,1,29,1,53.7993541574,-1.54761617009
1442,547009,433435,442574,2,1,01/07/2009,1215,6,1,1,1,1,3,1,55,9,53.8780796839,-1.49136163066
1443,523609,429794,433789,2,1,02/07/2009,820,6,1,1,1,2,3,2,34,11,53.7993361227,-1.54760117987
1444,524709,437923,433096,3,1,02/07/2009,136,1,1,6,1,1,1,1,47,21,53.7925779639,-1.42426005724
1445,527209,430656,433451,1,1,02/07/2009,1446,6,1,1,1,2,3,2,69,11,53.7962478525,-1.53454648948
1446,527809,428647,430800,2,1,02/07/2009,1545,6,1,1,1,1,3,2,24,9,53.7725331115,-1.56529474084
1447,529109,432458,434817,1,1,02/07/2009,1154,4,1,1,1,3,3,2,78,9,53.8084170793,-1.50704360629
1448,530509,422263,433347,1,1,02/07/2009,1056,6,1,1,1,3,3,2,68,11,53.7957398657,-1.66198297073
1449,531009,428760,431606,1,1,02/07/2009,1852,1,1,1,1,1,3,2,73,9,53.7797718432,-1.56350490558
1450,531409,420981,434467,2,2,02/07/2009,940,4,1,1,1,2,2,1,66,9,53.8058606787,-1.68137080286
1451,531409,420981,434467,2,2,02/07/2009,940,4,1,1,1,2,3,2,66,9,53.8058606787,-1.68137080286
1452,531709,437768,433085,2,3,02/07/2009,2005,3,1,1,1,2,3,1,19,11,53.7924903632,-1.4266144569
1453,531709,437768,433085,2,3,02/07/2009,2005,3,1,1,1,2,3,2,54,11,53.7924903632,-1.4266144569
1454,531709,437768,433085,2,3,02/07/2009,2005,3,1,1,1,2,3,1,7,9,53.7924903632,-1.4266144569
1455,533109,428435,435000,2,1,02/07/2009,1815,6,1,1,1,1,3,1,22,1,53.8102975554,-1.56812402889
1456,538309,425634,434236,2,1,02/07/2009,1910,3,1,1,1,1,3,2,24,9,53.8035757423,-1.61072861074
1457,574709,428060,435959,2,1,02/07/2009,1605,3,1,1,1,1,3,1,45,1,53.8189381272,-1.57373196197
1458,589709,425806,427156,2,2,02/07/2009,2140,4,1,1,1,1,3,2,21,9,53.7399262328,-1.60870902379
1459,589709,425806,427156,2,2,02/07/2009,2140,4,1,1,1,2,3,2,20,9,53.7399262328,-1.60870902379
1460,532709,425623,433083,2,1,03/07/2009,845,4,1,1,1,1,3,2,22,9,53.7932121921,-1.61099157666
1461,534409,430072,433934,2,1,03/07/2009,2340,6,1,4,1,1,3,1,26,1,53.8006234914,-1.54336595244
1462,534609,429940,427139,2,1,03/07/2009,1447,6,2,1,2,1,3,1,47,9,53.7395523986,-1.54602971008
1463,538509,437664,444762,3,5,03/07/2009,2035,3,2,1,1,1,3,1,17,9,53.8974565382,-1.42676122264
1464,538509,437664,444762,3,5,03/07/2009,2035,3,2,1,1,1,3,1,38,9,53.8974565382,-1.42676122264
1465,538509,437664,444762,3,5,03/07/2009,2035,3,2,1,1,1,3,1,18,9,53.8974565382,-1.42676122264
1466,538509,437664,444762,3,5,03/07/2009,2035,3,2,1,1,2,3,1,19,9,53.8974565382,-1.42676122264
1467,538509,437664,444762,3,5,03/07/2009,2035,3,2,1,1,2,3,2,34,9,53.8974565382,-1.42676122264
1468,539909,430430,426479,2,3,03/07/2009,1920,1,1,1,1,1,3,2,41,9,53.733591411,-1.53866523468
1469,539909,430430,426479,2,3,03/07/2009,1920,1,1,1,1,2,3,2,41,9,53.733591411,-1.53866523468
1470,539909,430430,426479,2,3,03/07/2009,1920,1,1,1,1,2,3,1,10,9,53.733591411,-1.53866523468
1471,541709,435915,425859,2,1,03/07/2009,830,1,1,1,1,1,3,2,32,9,53.7276694817,-1.45558557968
1472,577609,428795,433285,1,1,03/07/2009,807,3,1,1,1,2,3,2,22,11,53.7948620486,-1.56281684538
